"","p_distribution"
"5371",27.081
"5372",28.89
"5373",27.839
"5374",27.939
"5375",30.724
"5376",27.892
"5377",29.302
"5378",25.326
"5379",28.413
"5380",28.711
"5381",29.962
"5382",28.008
"5383",30.438
"5384",30.438
"5385",32.434
"5386",32.716
"5387",28.101
"5388",28.45
"5389",27.856
"5390",27.718
"5391",21.108
"5392",28.822
"5393",26.879
"5394",25.578
"5395",29.462
"5396",24.469
"5397",26.587
"5398",24.958
"5399",28.102
"5400",26.973
"5401",30
"5402",29.727
"5403",26.15
"5404",24.701
"5405",27.354
"5406",28.393
"5407",29.774
"5408",30.382
"5409",28.295
"5410",29.688
"5411",23.918
"5412",25.36
"5413",28.811
"5414",25.393
"5415",26.956
"5416",26.025
"5417",26.07
"5418",31.306
"5419",27.397
"5420",29.376
"5421",26.864
"5422",27.035
"5423",25.692
"5424",29.858
"5425",27.596
"5426",31.456
"5427",28.865
"5428",28.731
"5429",28.557
"5430",23.011
"5431",32.568
"5432",22.362
"5433",26.435
"5434",28.694
"5435",28.896
"5436",30.406
"5437",27.547
"5438",31.173
"5439",27.873
"5440",30.025
"5441",27.795
"5442",27.652
"5443",27.091
"5444",25.23
"5445",30.107
"5446",28.935
"5447",27.491
"5448",29.699
"5449",33.602
"5450",34.212
"5451",30.502
"5452",26.934
"5453",21.53
"5454",29.222
"5455",26.482
"5456",24.163
"5457",28.714
"5458",25.826
"5459",33.251
"5460",25.934
"5461",26.491
"5462",32.096
"5463",28.771
"5464",28.432
"5465",30.748
"5466",26.75
"5467",27.76
"5468",24.113
"5469",29.431
"5470",26.332
"5471",32.112
"5472",28.915
"5473",26.776
"5474",28.506
"5475",30.013
"5476",27.47
"5477",29.336
"5478",29.844
"5479",27.528
"5480",30.143
"5481",33.04
"5482",28.753
"5483",23.606
"5484",28.688
"5485",23.979
"5486",29.421
"5487",28.791
"5488",23.666
"5489",28.357
"5490",26.277
"5491",29.086
"5492",28.722
"5493",32.852
"5494",30.519
"5495",28.1
"5496",25.821
"5497",29.082
"5498",27.137
"5499",28.65
"5500",29.199
"5501",30.53
"5502",22.418
"5503",30.389
"5504",28.64
"5505",30.528
"5506",30.839
"5507",28.638
"5508",31.866
"5509",30.017
"5510",24.285
"5511",26.331
"5512",27.606
"5513",28.221
"5514",24.729
"5515",27.81
"5516",26.685
"5517",27.651
"5518",28.389
"5519",26.234
"5520",27.438
"5521",29.274
"5522",26.371
"5523",27.324
"5524",23.674
"5525",28.984
"5526",22.064
"5527",27.329
"5528",27.087
"5529",25.241
"5530",26.601
"5531",27.983
"5532",30.99
"5533",28.662
"5534",25.291
"5535",25.649
"5536",27.291
"5537",24.097
"5538",27.155
"5539",30.079
"5540",26.481
"5541",31.082
"5542",30.964
"5543",27.482
"5544",27.513
"5545",27.447
"5546",30.886
"5547",28.286
"5548",31.596
"5549",22.999
"5550",24.381
"5551",29.965
"5552",31.805
"5553",29.226
"5554",30.646
"5555",28.69
"5556",26.926
"5557",26.557
"5558",26.638
"5559",26.984
"5560",27.604
"5561",28.13
"5562",27.763
"5563",27.425
"5564",28.129
"5565",27.522
"5566",29.643
"5567",27.873
"5568",27.282
"5569",26.416
"5570",27.633
"5571",25.283
"5572",31.331
"5573",29.033
"5574",31.612
"5575",28.611
"5576",28.026
"5577",28.525
"5578",27.486
"5579",31.325
"5580",27.253
"5581",31.263
"5582",24.868
"5583",27.342
"5584",29.214
"5585",26.99
"5586",29.794
"5587",29.313
"5588",27.936
"5589",27.664
"5590",28.657
"5591",30.463
"5592",27.163
"5593",29.528
"5594",26.61
"5595",24.137
"5596",28.441
"5597",28.768
"5598",30.234
"5599",29.642
"5600",28.547
"5601",28.923
"5602",23.444
"5603",27.137
"5604",30.982
"5605",26.632
"5606",26.511
"5607",27.968
"5608",22.239
"5609",26.396
"5610",29.449
"5611",26.695
"5612",25.274
"5613",27.967
"5614",28.873
"5615",29.226
"5616",26.442
"5617",25.643
"5618",28.884
"5619",26.124
"5620",23.693
"5621",29.489
"5622",29.699
"5623",28.185
"5624",27.496
"5625",26.213
"5626",26.321
"5627",26.401
"5628",27.313
"5629",22.681
"5630",25.295
"5631",27.842
"5632",27.979
"5633",27.488
"5634",25.679
"5635",27.071
"5636",32.361
"5637",30.36
"5638",31.263
"5639",30.842
"5640",25.067
"5641",27.731
"5642",27.302
"5643",25.397
"5644",30.86
"5645",30.424
"5646",25.552
"5647",31.662
"5648",30.286
"5649",27.516
"5650",27.157
"5651",29.97
"5652",20.436
"5653",25.47
"5654",26.44
"5655",30.335
"5656",30.085
"5657",28.642
"5658",27.864
"5659",26.485
"5660",27.791
"5661",28.077
"5662",28.676
"5663",31.992
"5664",27.26
"5665",30.733
"5666",25.458
"5667",29.445
"5668",30.872
"5669",30.274
"5670",31.369
"5671",31.313
"5672",26.555
"5673",28.127
"5674",24.724
"5675",22.693
"5676",32.452
"5677",25.855
"5678",30.091
"5679",29.437
"5680",26.27
"5681",25.557
"5682",30.341
"5683",24.219
"5684",24.841
"5685",24.653
"5686",29.971
"5687",28.864
"5688",28.229
"5689",30.5
"5690",25.931
"5691",28.652
"5692",27.567
"5693",31.883
"5694",29.666
"5695",31.762
"5696",28.578
"5697",30.189
"5698",26.948
"5699",28.946
"5700",30.835
"5701",25.227
"5702",24.394
"5703",25.076
"5704",29.014
"5705",22.876
"5706",30.39
"5707",27.501
"5708",27.981
"5709",27.252
"5710",30.745
"5711",25.875
"5712",30.424
"5713",32.318
"5714",23.408
"5715",24.171
"5716",29.675
"5717",25.666
"5718",29.52
"5719",30.194
"5720",27.325
"5721",28.176
"5722",27.828
"5723",28.752
"5724",27.216
"5725",28.72
"5726",29.663
"5727",29.179
"5728",25.932
"5729",28.18
"5730",25.681
"5731",28.608
"5732",29.302
"5733",25.533
"5734",25.673
"5735",27.228
"5736",28.323
"5737",27.465
"5738",29.62
"5739",26.9
"5740",24.141
"5741",27.227
"5742",31.832
"5743",27.893
"5744",24.792
"5745",27.989
"5746",29.078
"5747",32.452
"5748",27.832
"5749",26.734
"5750",26.626
"5751",29.511
"5752",27.358
"5753",24.461
"5754",27.529
"5755",28.399
"5756",31.869
"5757",30.2
"5758",27.61
"5759",25.739
"5760",26.738
"5761",26.11
"5762",24.099
"5763",30.048
"5764",32.362
"5765",26.374
"5766",29.11
"5767",25.295
"5768",28.424
"5769",28.732
"5770",29.933
"5771",30.145
"5772",25.881
"5773",25.24
"5774",32.741
"5775",30.148
"5776",25.473
"5777",30.087
"5778",28.698
"5779",29.339
"5780",29.579
"5781",31.316
"5782",28.862
"5783",26.5
"5784",27.159
"5785",32.126
"5786",27.271
"5787",30.494
"5788",24.532
"5789",26.006
"5790",28.949
"5791",26.087
"5792",29.074
"5793",27.564
"5794",27.061
"5795",27.257
"5796",27.302
"5797",25.851
"5798",26.185
"5799",29.497
"5800",26.648
"5801",27.74
"5802",27.798
"5803",28.333
"5804",30.133
"5805",27.779
"5806",27.903
"5807",25.489
"5808",27.239
"5809",27.795
"5810",29.844
"5811",23.495
"5812",24.798
"5813",30.11
"5814",27.879
"5815",29.389
"5816",29.532
"5817",28.341
"5818",29.165
"5819",33.195
"5820",27.141
"5821",29.623
"5822",28.126
"5823",27.659
"5824",22.097
"5825",25.529
"5826",29.655
"5827",29.021
"5828",29.298
"5829",29.902
"5830",29.508
"5831",25.827
"5832",29.358
"5833",26.393
"5834",30.978
"5835",25.676
"5836",30.402
"5837",27.043
"5838",30.769
"5839",27.249
"5840",26.028
"5841",30.957
"5842",27.273
"5843",32.086
"5844",28.504
"5845",32.282
"5846",27.885
"5847",30.078
"5848",25.226
"5849",30.204
"5850",26.177
"5851",27.548
"5852",26.717
"5853",29.235
"5854",21.286
"5855",32.243
"5856",27.046
"5857",27.938
"5858",30.861
"5859",29.035
"5860",25.63
"5861",30.114
"5862",28.883
"5863",25.941
"5864",28.424
"5865",29.067
"5866",28.737
"5867",32.148
"5868",29.177
"5869",25.885
"5870",28.394
"5871",27.11
"5872",29.021
"5873",24.856
"5874",28.638
"5875",29.571
"5876",26.06
"5877",26.944
"5878",25.772
"5879",20.928
"5880",27.525
"5881",30.128
"5882",31.193
"5883",28.368
"5884",28.8
"5885",29.034
"5886",25.305
"5887",25.538
"5888",28.74
"5889",24.215
"5890",25.763
"5891",26.031
"5892",30.217
"5893",28.673
"5894",27.845
"5895",30.751
"5896",25.774
"5897",32.118
"5898",29.019
"5899",27.455
"5900",30.479
"5901",28.416
"5902",25.74
"5903",28.297
"5904",27.219
"5905",31.262
"5906",28.091
"5907",25.009
"5908",28.335
"5909",24.061
"5910",27.57
"5911",25.559
"5912",30.706
"5913",21.51
"5914",27.817
"5915",26.976
"5916",23.398
"5917",31.072
"5918",30.735
"5919",28.132
"5920",27.167
"5921",27.001
"5922",29.636
"5923",27.241
"5924",26.981
"5925",29.342
"5926",32.615
"5927",28.213
"5928",26.344
"5929",23.741
"5930",27.319
"5931",23.981
"5932",26.054
"5933",28.014
"5934",27.054
"5935",26.082
"5936",29.296
"5937",26.649
"5938",28.751
"5939",27.849
"5940",28.672
"5941",24.765
"5942",27.31
"5943",28.035
"5944",21.911
"5945",22.762
"5946",28.986
"5947",24.879
"5948",28.51
"5949",30.518
"5950",26.152
"5951",24.228
"5952",26.175
"5953",29.727
"5954",30.349
"5955",26.236
"5956",28.73
"5957",27.481
"5958",31.589
"5959",27.277
"5960",28.79
"5961",28.289
"5962",20.838
"5963",29.333
"5964",27.392
"5965",29.885
"5966",25.673
"5967",26.522
"5968",28.304
"5969",27.842
"5970",29.222
"5971",28.062
"5972",26.691
"5973",30.254
"5974",21.109
"5975",30.294
"5976",25.53
"5977",28.013
"5978",30.201
"5979",27.745
"5980",24.786
"5981",31.586
"5982",28.642
"5983",30.68
"5984",27.11
"5985",26.137
"5986",28.294
"5987",27.768
"5988",26.595
"5989",23.698
"5990",28.165
"5991",26.43
"5992",23.19
"5993",33.136
"5994",32.085
"5995",26.624
"5996",27.43
"5997",23.114
"5998",28.846
"5999",31.367
"6000",24.853
"6001",33.186
"6002",26.232
"6003",28.004
"6004",31.76
"6005",30.786
"6006",29.131
"6007",28.884
"6008",33.058
"6009",26.856
"6010",26.444
"6011",25.709
"6012",30.596
"6013",28.955
"6014",23.464
"6015",27.55
"6016",30.706
"6017",27.284
"6018",29.998
"6019",33.611
"6020",24.758
"6021",29.099
"6022",25.264
"6023",29.478
"6024",28.765
"6025",30.007
"6026",28.468
"6027",28.777
"6028",27.211
"6029",29.156
"6030",26.369
"6031",25.186
"6032",31.527
"6033",26.577
"6034",29.414
"6035",24.555
"6036",31.886
"6037",28.649
"6038",27.258
"6039",28.943
"6040",27.98
"6041",28.972
"6042",24.969
"6043",28.823
"6044",31.599
"6045",26.13
"6046",24.665
"6047",28.561
"6048",30.811
"6049",31
"6050",28.102
"6051",25.866
"6052",27.237
"6053",25.772
"6054",30.723
"6055",30.169
"6056",23.955
"6057",29.535
"6058",30.387
"6059",28.561
"6060",27.243
"6061",30.238
"6062",33.226
"6063",28.08
"6064",29.971
"6065",27.153
"6066",27.408
"6067",27.054
"6068",28.156
"6069",30.224
"6070",28.544
"6071",21.052
"6072",24.385
"6073",24.249
"6074",26.639
"6075",28.155
"6076",25.103
"6077",27.712
"6078",27.065
"6079",28.468
"6080",30.678
"6081",28.23
"6082",29.001
"6083",24.317
"6084",29.095
"6085",28.96
"6086",26.737
"6087",29.906
"6088",24.874
"6089",31.221
"6090",26.158
"6091",31.225
"6092",28.595
"6093",26.584
"6094",31.196
"6095",26.213
"6096",27.328
"6097",25.368
"6098",30.253
"6099",32.5
"6100",25.999
"6101",28.187
"6102",30.632
"6103",25.724
"6104",27.648
"6105",26.578
"6106",25.488
"6107",32.082
"6108",27.103
"6109",27.44
"6110",27.331
"6111",28.985
"6112",31.661
"6113",29.787
"6114",27.403
"6115",26.748
"6116",28.832
"6117",30.012
"6118",27.874
"6119",30.149
"6120",30.298
"6121",29.195
"6122",26.519
"6123",27.384
"6124",28.464
"6125",25.91
"6126",32.034
"6127",28.094
"6128",28.825
"6129",30.724
"6130",27.503
"6131",27.429
"6132",25.5
"6133",28.653
"6134",26.468
"6135",23.585
"6136",29.876
"6137",27.353
"6138",24.146
"6139",31.374
"6140",28.557
"6141",29.383
"6142",24.938
"6143",28.403
"6144",28.465
"6145",27.51
"6146",27.351
"6147",25.017
"6148",27.19
"6149",29.21
"6150",27.095
"6151",27.991
"6152",26.072
"6153",31.509
"6154",22.042
"6155",26.287
"6156",30.858
"6157",33.96
"6158",29.782
"6159",29.069
"6160",30.692
"6161",27.438
"6162",27.177
"6163",28.458
"6164",32.025
"6165",25.829
"6166",24.197
"6167",25.431
"6168",26.042
"6169",31.38
"6170",26.183
"6171",23.073
"6172",29.954
"6173",28.759
"6174",27.84
"6175",25.769
"6176",25.756
"6177",28.301
"6178",26.815
"6179",27.263
"6180",29.479
"6181",24.285
"6182",30.844
"6183",27.356
"6184",27.808
"6185",23.868
"6186",24.905
"6187",31.528
"6188",29.661
"6189",27.07
"6190",32.886
"6191",30.358
"6192",27.618
"6193",28.895
"6194",26.297
"6195",28.166
"6196",27.487
"6197",27.257
"6198",29.196
"6199",27.202
"6200",29.716
"6201",29.01
"6202",28.864
"6203",31.092
"6204",28.035
"6205",26.795
"6206",27.916
"6207",29.078
"6208",26.114
"6209",29.526
"6210",28.42
"6211",23.099
"6212",29.338
"6213",31.335
"6214",24.584
"6215",28.892
"6216",25.321
"6217",29.209
"6218",29.728
"6219",29.277
"6220",29.163
"6221",32.378
"6222",25.383
"6223",27.669
"6224",22.805
"6225",27.594
"6226",30.442
"6227",25.527
"6228",29.9
"6229",28.436
"6230",30.023
"6231",29.26
"6232",27.299
"6233",23.859
"6234",28.124
"6235",27.354
"6236",32.064
"6237",27.748
"6238",29.061
"6239",27.437
"6240",30.14
"6241",28.988
"6242",28.702
"6243",24.816
"6244",27.608
"6245",29.768
"6246",29.553
"6247",27.055
"6248",21.718
"6249",24.712
"6250",27.108
"6251",28.208
"6252",30.942
"6253",27.285
"6254",28.42
"6255",25.091
"6256",25.006
"6257",25.744
"6258",32.504
"6259",30.336
"6260",24.953
"6261",25.815
"6262",28.439
"6263",24.601
"6264",26.666
"6265",30.634
"6266",28.723
"6267",28.99
"6268",28.354
"6269",28.683
"6270",27.425
"6271",28.222
"6272",28.034
"6273",29.348
"6274",29.218
"6275",27.069
"6276",27.874
"6277",29.614
"6278",28.305
"6279",30.832
"6280",27.464
"6281",24.816
"6282",28.489
"6283",24.737
"6284",26.403
"6285",27.845
"6286",24.041
"6287",28.117
"6288",26.945
"6289",28.741
"6290",28.544
"6291",27.999
"6292",29.832
"6293",23.743
"6294",29.925
"6295",29.771
"6296",23.271
"6297",29.976
"6298",31.042
"6299",28.293
"6300",27.307
"6301",25.88
"6302",31.587
"6303",30.639
"6304",26.595
"6305",28.24
"6306",27.578
"6307",32.536
"6308",30.668
"6309",29.847
"6310",26.308
"6311",30.397
"6312",26.994
"6313",27.407
"6314",29.379
"6315",23.382
"6316",33.912
"6317",25.349
"6318",30.611
"6319",30.191
"6320",31.341
"6321",26.525
"6322",26.075
"6323",26.969
"6324",23.405
"6325",24.41
"6326",29.607
"6327",28.028
"6328",29.075
"6329",29.507
"6330",28.818
"6331",30.51
"6332",27.532
"6333",30.436
"6334",28.333
"6335",29.768
"6336",26.596
"6337",32.657
"6338",31.056
"6339",27.515
"6340",29.547
"6341",26.748
"6342",26.326
"6343",25.772
"6344",29.081
"6345",31.004
"6346",28.721
"6347",29.546
"6348",29.533
"6349",27.537
"6350",29.274
"6351",30.234
"6352",28.109
"6353",27.508
"6354",30.172
"6355",26.467
"6356",29.184
"6357",28.833
"6358",28.107
"6359",26.955
"6360",29.206
"6361",26.219
"6362",27.616
"6363",28.597
"6364",24.436
"6365",27.201
"6366",29.002
"6367",22.815
"6368",35.142
"6369",29.898
"6370",26.457
"6371",25.694
"6372",25.542
"6373",31.195
"6374",25.815
"6375",29.409
"6376",27.509
"6377",32.288
"6378",29.867
"6379",26.07
"6380",30.278
"6381",23.849
"6382",29.604
"6383",30.349
"6384",29.306
"6385",30.34
"6386",29.193
"6387",27.515
"6388",29.434
"6389",29.223
"6390",27.246
"6391",27.339
"6392",29.303
"6393",29.143
"6394",25.799
"6395",33.081
"6396",29.209
"6397",29.316
"6398",27.006
"6399",28.888
"6400",27.771
"6401",28.484
"6402",29.463
"6403",23.785
"6404",23.384
"6405",28.708
"6406",30.929
"6407",21.749
"6408",31.626
"6409",29.67
"6410",28.24
"6411",30.495
"6412",26.557
"6413",29.731
"6414",25.952
"6415",24.251
"6416",27.389
"6417",26.764
"6418",27.263
"6419",27.04
"6420",26.105
"6421",27.151
"6422",30.764
"6423",26.307
"6424",30.206
"6425",28.895
"6426",28.749
"6427",25.46
"6428",33.908
"6429",29.293
"6430",27.858
"6431",26.804
"6432",28.408
"6433",28.509
"6434",27.433
"6435",27.713
"6436",27.08
"6437",28.145
"6438",28.021
"6439",25.263
"6440",28.338
"6441",29.944
"6442",28.334
"6443",27.287
"6444",27.738
"6445",25.447
"6446",27.077
"6447",27.085
"6448",33.393
"6449",32.566
"6450",29.883
"6451",28.253
"6452",27.858
"6453",28.405
"6454",32.205
"6455",30.586
"6456",22.46
"6457",25.671
"6458",29.679
"6459",26.367
"6460",27.444
"6461",27.159
"6462",24.24
"6463",30.084
"6464",28.243
"6465",27.909
"6466",23.499
"6467",22.948
"6468",28.719
"6469",28.279
"6470",32.079
"6471",30.23
"6472",22.923
"6473",29.722
"6474",24.218
"6475",28.798
"6476",29.024
"6477",26.189
"6478",26.638
"6479",24.986
"6480",24.832
"6481",26.372
"6482",23.315
"6483",30.893
"6484",23.955
"6485",26.386
"6486",26.882
"6487",27.175
"6488",28.135
"6489",28.799
"6490",28.842
"6491",26.353
"6492",28.224
"6493",26.443
"6494",25.471
"6495",27.965
"6496",31.098
"6497",31.074
"6498",28.803
"6499",25.93
"6500",29.249
"6501",29.552
"6502",27.896
"6503",28.539
"6504",27.385
"6505",27.676
"6506",26.415
"6507",30.545
"6508",24.585
"6509",27.695
"6510",21.695
"6511",27.639
"6512",30.924
"6513",30.695
"6514",24.476
"6515",27.986
"6516",27.396
"6517",25.257
"6518",29.684
"6519",32.391
"6520",27.297
"6521",26.272
"6522",31.687
"6523",32.871
"6524",30.124
"6525",29.545
"6526",30.604
"6527",26.077
"6528",31.415
"6529",23.365
"6530",28.171
"6531",27.248
"6532",28.668
"6533",23.583
"6534",25.244
"6535",30.483
"6536",32.347
"6537",27.366
"6538",27.454
"6539",29.562
"6540",29.374
"6541",29.538
"6542",25.68
"6543",28.57
"6544",27.116
"6545",25.16
"6546",27.34
"6547",31.002
"6548",29.881
"6549",28.97
"6550",26.842
"6551",29.384
"6552",27.579
"6553",27.946
"6554",29.838
"6555",27.538
"6556",30.956
"6557",29.788
"6558",23.525
"6559",30.122
"6560",27.386
"6561",26.601
"6562",32.845
"6563",29.623
"6564",28.375
"6565",28.805
"6566",22.728
"6567",28.042
"6568",31.822
"6569",27.94
"6570",30.624
"6571",29.213
"6572",23.064
"6573",28.565
"6574",29.609
"6575",26.465
"6576",28.351
"6577",26.094
"6578",25.728
"6579",27.064
"6580",31.245
"6581",26.516
"6582",26.705
"6583",30.943
"6584",27.58
"6585",31.784
"6586",29.029
"6587",28.03
"6588",26.565
"6589",26.288
"6590",30.51
"6591",29.448
"6592",31.272
"6593",25.769
"6594",27.23
"6595",29.648
"6596",28.465
"6597",25.379
"6598",27.486
"6599",29.463
"6600",26.14
"6601",27.349
"6602",28.831
"6603",31.111
"6604",27.943
"6605",27.433
"6606",27.236
"6607",30.087
"6608",29.684
"6609",25.255
"6610",29.375
"6611",28.058
"6612",24.054
"6613",26.857
"6614",31.864
"6615",28.429
"6616",28.019
"6617",27.926
"6618",28.856
"6619",29.469
"6620",29.425
"6621",24.127
"6622",27.606
"6623",27.908
"6624",26.984
"6625",24.684
"6626",27.319
"6627",27.778
"6628",29.215
"6629",26.857
"6630",27.705
"6631",25.16
"6632",28.945
"6633",24.872
"6634",29.08
"6635",24.119
"6636",30.565
"6637",28.324
"6638",28.195
"6639",25.951
"6640",35.223
"6641",28.454
"6642",27.691
"6643",27.809
"6644",25.085
"6645",29.405
"6646",29.403
"6647",29.056
"6648",27.05
"6649",31.432
"6650",30.834
"6651",29.21
"6652",27.529
"6653",28.438
"6654",26.043
"6655",25.118
"6656",30.736
"6657",24.887
"6658",22.774
"6659",31.903
"6660",27.025
"6661",29.799
"6662",27.872
"6663",24.395
"6664",28.254
"6665",27.929
"6666",27.087
"6667",25.914
"6668",30.841
"6669",30.913
"6670",30.322
"6671",27.823
"6672",29.153
"6673",23.519
"6674",26.342
"6675",25.758
"6676",29.265
"6677",29.602
"6678",30.111
"6679",30.384
"6680",27.172
"6681",27.56
"6682",26.749
"6683",28.751
"6684",29.365
"6685",25.44
"6686",26.255
"6687",28.9
"6688",25.947
"6689",27.409
"6690",30.978
"6691",28.11
"6692",26.137
"6693",29.279
"6694",28.613
"6695",31.278
"6696",24.266
"6697",24.037
"6698",27.535
"6699",26.459
"6700",25.634
"6701",31.264
"6702",27.859
"6703",28.54
"6704",26.544
"6705",22.685
"6706",28.494
"6707",27.281
"6708",30.857
"6709",29.691
"6710",26.718
"6711",28.262
"6712",28.295
"6713",28.388
"6714",30.852
"6715",31.888
"6716",32.696
"6717",25.899
"6718",34.757
"6719",29.69
"6720",29.435
"6721",24.858
"6722",24.09
"6723",29.451
"6724",26.466
"6725",28.52
"6726",28.525
"6727",23.89
"6728",29.47
"6729",31.898
"6730",24.086
"6731",25.748
"6732",31.681
"6733",31.616
"6734",21.809
"6735",25.428
"6736",28.568
"6737",23.259
"6738",22.558
"6739",31.795
"6740",29.886
"6741",27.184
"6742",30.888
"6743",29.344
"6744",27.934
"6745",27.915
"6746",26.926
"6747",30.613
"6748",29.459
"6749",25.822
"6750",30.86
"6751",28.377
"6752",22.962
"6753",25.015
"6754",28.968
"6755",30.216
"6756",30.01
"6757",30.455
"6758",28.954
"6759",27.959
"6760",28.222
"6761",29.505
"6762",31.247
"6763",26.754
"6764",28.469
"6765",30.916
"6766",19.876
"6767",29.411
"6768",30.225
"6769",29.503
"6770",26.996
"6771",29.156
"6772",26.352
"6773",23.528
"6774",32.184
"6775",24.845
"6776",27.229
"6777",26.611
"6778",26.632
"6779",29.474
"6780",26.699
"6781",31.15
"6782",27.984
"6783",27.531
"6784",29.701
"6785",27.533
"6786",29.286
"6787",24.63
"6788",27.241
"6789",25.752
"6790",30.028
"6791",24.473
"6792",28.818
"6793",24.549
"6794",24.93
"6795",24.847
"6796",28.943
"6797",29.569
"6798",29.588
"6799",26.829
"6800",29.09
"6801",30.152
"6802",24.218
"6803",32.621
"6804",24.885
"6805",27.756
"6806",26.066
"6807",27.7
"6808",30.66
"6809",27.942
"6810",25.918
"6811",30.325
"6812",26.876
"6813",27.799
"6814",28.432
"6815",29.784
"6816",25.796
"6817",30.728
"6818",25.107
"6819",32.064
"6820",29.687
"6821",30.144
"6822",24.682
"6823",25.106
"6824",24.992
"6825",28.17
"6826",30.298
"6827",28.547
"6828",29.484
"6829",31.457
"6830",29.015
"6831",27.659
"6832",30.394
"6833",31.528
"6834",27.933
"6835",29.565
"6836",30.265
"6837",29.632
"6838",30.395
"6839",26.648
"6840",24.656
"6841",26.751
"6842",31.686
"6843",28.873
"6844",27.831
"6845",30.622
"6846",28.084
"6847",26.698
"6848",30.71
"6849",24.523
"6850",29.581
"6851",27.677
"6852",28.3
"6853",30.886
"6854",24.782
"6855",28.799
"6856",26.932
"6857",24.112
"6858",27.306
"6859",29.589
"6860",26.152
"6861",27.38
"6862",26.237
"6863",26.039
"6864",29.607
"6865",25.294
"6866",27.777
"6867",26.31
"6868",28.7
"6869",27.126
"6870",25.63
"6871",26.819
"6872",28.73
"6873",26.059
"6874",25.574
"6875",29.94
"6876",26.931
"6877",28.424
"6878",26.975
"6879",27.881
"6880",25.969
"6881",25.323
"6882",29.29
"6883",33.784
"6884",26.023
"6885",26.949
"6886",27.107
"6887",25.526
"6888",21.243
"6889",28.958
"6890",28.144
"6891",28.931
"6892",28.77
"6893",28.491
"6894",34.146
"6895",27
"6896",27.303
"6897",28.136
"6898",31.779
"6899",26.484
"6900",29.158
"6901",22.612
"6902",25.665
"6903",24.394
"6904",25.134
"6905",28.914
"6906",26.467
"6907",30.802
"6908",27.953
"6909",29.111
"6910",27.805
"6911",30.723
"6912",27.848
"6913",30.872
"6914",28.147
"6915",22.897
"6916",26.778
"6917",26.68
"6918",29.272
"6919",25.473
"6920",25.217
"6921",30.46
"6922",27.525
"6923",30.38
"6924",28.469
"6925",28.575
"6926",25.942
"6927",25.893
"6928",35.052
"6929",24.168
"6930",28.223
"6931",25.395
"6932",29.335
"6933",22.945
"6934",28.337
"6935",29.149
"6936",29.271
"6937",27.194
"6938",23.803
"6939",28.874
"6940",28.087
"6941",28.979
"6942",25.924
"6943",31.777
"6944",30.013
"6945",29.721
"6946",30.979
"6947",28.042
"6948",26.341
"6949",30.84
"6950",26.739
"6951",33.291
"6952",30.411
"6953",27.942
"6954",30.713
"6955",27.308
"6956",29.256
"6957",28.044
"6958",25.857
"6959",26.269
"6960",31.261
"6961",30.052
"6962",29.351
"6963",30.057
"6964",28.23
"6965",30.57
"6966",30.342
"6967",29.851
"6968",28.679
"6969",26.744
"6970",29.878
"6971",26.682
"6972",32.78
"6973",26.858
"6974",23.689
"6975",33.401
"6976",30.299
"6977",31.169
"6978",31.092
"6979",29.467
"6980",29.635
"6981",29.958
"6982",28.047
"6983",27.016
"6984",24.899
"6985",30.832
"6986",28.68
"6987",25.093
"6988",30.066
"6989",30.856
"6990",28.611
"6991",28.283
"6992",29.143
"6993",27.827
"6994",25.827
"6995",31.492
"6996",26.262
"6997",27.173
"6998",26.608
"6999",25.744
"7000",26.766
"7001",30.276
"7002",25.546
"7003",26.027
"7004",28.082
"7005",28.075
"7006",29.226
"7007",29.867
"7008",25.422
"7009",23.615
"7010",30.863
"7011",28.451
"7012",30.992
"7013",25.095
"7014",26.846
"7015",28.698
"7016",25.544
"7017",28.167
"7018",27.542
"7019",29.056
"7020",30.985
"7021",29.676
"7022",28.065
"7023",32.272
"7024",30.969
"7025",28.014
"7026",28.201
"7027",27.323
"7028",26.978
"7029",28.099
"7030",25.027
"7031",27.06
"7032",24.6
"7033",31.278
"7034",26.255
"7035",30.339
"7036",28.269
"7037",26.827
"7038",29.838
"7039",31.718
"7040",28.664
"7041",25.72
"7042",26.854
"7043",29.351
"7044",29.44
"7045",23.215
"7046",27.841
"7047",27.936
"7048",28.492
"7049",29.336
"7050",30.354
"7051",27.608
"7052",25.9
"7053",29.796
"7054",29.188
"7055",27.102
"7056",30.121
"7057",25.584
"7058",29.064
"7059",28.273
"7060",27.385
"7061",27.335
"7062",26.579
"7063",27.311
"7064",29.939
"7065",28.466
"7066",28.183
"7067",29.333
"7068",31.316
"7069",26.536
"7070",26.046
"7071",30.406
"7072",28.285
"7073",29.578
"7074",32.285
"7075",29.817
"7076",24.129
"7077",29.347
"7078",29.484
"7079",30.526
"7080",28.142
"7081",29.796
"7082",27.486
"7083",29.047
"7084",25.723
"7085",22.803
"7086",24.846
"7087",29.562
"7088",25.868
"7089",29.824
"7090",25.084
"7091",29.104
"7092",27.147
"7093",27.411
"7094",27.181
"7095",28.282
"7096",30.275
"7097",29.796
"7098",27.252
"7099",30.522
"7100",25.75
"7101",27.479
"7102",20.896
"7103",28.045
"7104",26.706
"7105",27.303
"7106",28.409
"7107",25.247
"7108",27.672
"7109",27.758
"7110",30.583
"7111",30.645
"7112",26.226
"7113",29.466
"7114",31.279
"7115",26.689
"7116",26.222
"7117",29.57
"7118",25.401
"7119",29.243
