"student label","game score","coast","game scheduled","percent training sessions attended","overall fitness score","# extra strategy sessions attended","hours of sleep the night before game","early bird/night owl","previous competitive sports","# meals on day prior to game","university year","game","curling","gymnastics","baseball","martial_arts","frisbee","table_tennis","basketball","football","evening","morning","west coast","night_owl"
691,48.38,"west coast","noon",1,0.57,9,9,"night owl","baseball",4,4,8,0,0,1,0,0,0,0,0,0,0,1,1
692,33.95,"west coast","noon",0.49,0.63,1,3,"early bird","table tennis",4,3,8,0,0,0,0,0,1,0,0,0,0,1,0
693,65.32,"west coast","noon",0.7,0.95,8,7,"night owl","martial arts",3,3,8,0,0,0,1,0,0,0,0,0,0,1,1
694,31.31,"west coast","noon",0.91,0.17,8,0,"night owl","baseball",3,3,8,0,0,1,0,0,0,0,0,0,0,1,1
695,59.5,"west coast","noon",1,0.41,10,8,"night owl","frisbee",3,3,8,0,0,0,0,1,0,0,0,0,0,1,1
696,40.94,"west coast","noon",1,0,9,3,"night owl","martial arts",3,2,8,0,0,0,1,0,0,0,0,0,0,1,1
697,41.55,"west coast","noon",0.35,0.84,10,8,"night owl","table tennis",5,3,8,0,0,0,0,0,1,0,0,0,0,1,1
698,34.29,"west coast","noon",0.68,0.71,1,4,"night owl","martial arts",4,2,8,0,0,0,1,0,0,0,0,0,0,1,1
699,37.3,"west coast","noon",0.01,0.8,10,4,"night owl","martial arts",4,2,8,0,0,0,1,0,0,0,0,0,0,1,1
700,24.08,"west coast","noon",1,0,6,10,"night owl","gymnastics",3,3,8,0,1,0,0,0,0,0,0,0,0,1,1
701,41.08,"west coast","noon",1,0.15,2,10,"night owl","frisbee",3,3,8,0,0,0,0,1,0,0,0,0,0,1,1
702,17.7,"west coast","noon",0.45,0,8,11,"night owl","football",3,3,8,0,0,0,0,0,0,0,1,0,0,1,1
703,67.33,"west coast","noon",0.81,0.95,2,10,"night owl","frisbee",1,4,8,0,0,0,0,1,0,0,0,0,0,1,1
704,43.41,"west coast","noon",0.74,0.1,6,8,"early bird","frisbee",4,1,8,0,0,0,0,1,0,0,0,0,0,1,0
705,6.5,"west coast","noon",0.06,0.9,0,8,"early bird","frisbee",2,3,8,0,0,0,0,1,0,0,0,0,0,1,0
706,18.45,"west coast","noon",1,0.08,0,3,"night owl","football",5,2,8,0,0,0,0,0,0,0,1,0,0,1,1
707,39.97,"west coast","noon",0.74,0.25,6,8,"early bird","basketball",7,2,8,0,0,0,0,0,0,1,0,0,0,1,0
708,7.27,"west coast","noon",0.08,0.96,0,0,"night owl","table tennis",5,1,8,0,0,0,0,0,1,0,0,0,0,1,1
709,32.95,"west coast","noon",0.86,0.78,5,0,"night owl","curling",5,3,8,1,0,0,0,0,0,0,0,0,0,1,1
710,1.49,"west coast","noon",0,0.76,8,12,"early bird","baseball",4,2,8,0,0,1,0,0,0,0,0,0,0,1,0
711,0,"west coast","noon",0.12,0.01,2,2,"night owl","baseball",3,2,8,0,0,1,0,0,0,0,0,0,0,1,1
712,3.01,"west coast","noon",0,0.01,1,1,"night owl","football",6,4,8,0,0,0,0,0,0,0,1,0,0,1,1
713,44.45,"west coast","noon",1,0.8,3,2,"night owl","table tennis",5,4,8,0,0,0,0,0,1,0,0,0,0,1,1
714,46.1,"west coast","noon",1,0.81,4,0,"night owl","gymnastics",4,1,8,0,1,0,0,0,0,0,0,0,0,1,1
715,26.05,"west coast","noon",1,0.08,3,12,"night owl","basketball",2,2,8,0,0,0,0,0,0,1,0,0,0,1,1
716,39.83,"west coast","noon",0.98,0.82,2,1,"night owl","baseball",4,4,8,0,0,1,0,0,0,0,0,0,0,1,1
717,48.01,"west coast","noon",0.94,0.82,2,10,"night owl","frisbee",3,4,8,0,0,0,0,1,0,0,0,0,0,1,1
718,35.78,"west coast","noon",0,0,1,0,"night owl","basketball",3,1,8,0,0,0,0,0,0,1,0,0,0,1,1
719,18.51,"west coast","noon",0.15,0,1,7,"night owl","frisbee",4,4,8,0,0,0,0,1,0,0,0,0,0,1,1
720,28.65,"west coast","noon",0.02,0.44,2,5,"night owl","table tennis",4,1,8,0,0,0,0,0,1,0,0,0,0,1,1
721,19.2,"west coast","morning",0.88,0,7,12,"night owl","curling",7,1,8,1,0,0,0,0,0,0,0,0,1,1,1
722,42.74,"west coast","morning",0.74,0.03,7,5,"early bird","curling",3,3,8,1,0,0,0,0,0,0,0,0,1,1,0
723,60.65,"west coast","morning",1,0.56,9,7,"early bird","baseball",6,2,8,0,0,1,0,0,0,0,0,0,1,1,0
724,25.79,"west coast","morning",0.68,0,9,2,"night owl","baseball",3,3,8,0,0,1,0,0,0,0,0,0,1,1,1
725,66.65,"west coast","morning",0.85,1,6,11,"night owl","table tennis",4,4,8,0,0,0,0,0,1,0,0,0,1,1,1
726,69.4,"west coast","morning",0.84,1,3,12,"early bird","curling",2,3,8,1,0,0,0,0,0,0,0,0,1,1,0
727,4.13,"west coast","morning",0,0.28,6,2,"night owl","curling",5,2,8,1,0,0,0,0,0,0,0,0,1,1,1
728,56.89,"west coast","morning",0.79,0.85,7,9,"night owl","baseball",3,3,8,0,0,1,0,0,0,0,0,0,1,1,1
729,38.01,"west coast","morning",0.11,1,3,5,"night owl","frisbee",3,2,8,0,0,0,0,1,0,0,0,0,1,1,1
730,88.5,"west coast","morning",0.94,1,10,8,"night owl","frisbee",4,2,8,0,0,0,0,1,0,0,0,0,1,1,1
731,32.31,"west coast","noon",1,0.05,2,5,"night owl","basketball",2,1,8,0,0,0,0,0,0,1,0,0,0,1,1
732,5.62,"west coast","noon",0.21,0,4,1,"night owl","table tennis",4,2,8,0,0,0,0,0,1,0,0,0,0,1,1
733,0,"west coast","noon",0.1,0.87,1,1,"night owl","football",7,2,8,0,0,0,0,0,0,0,1,0,0,1,1
734,42.54,"west coast","noon",0,0.27,9,7,"night owl","frisbee",3,4,8,0,0,0,0,1,0,0,0,0,0,1,1
735,70.85,"west coast","noon",0.96,0.97,7,11,"night owl","frisbee",2,4,8,0,0,0,0,1,0,0,0,0,0,1,1
736,31.63,"west coast","noon",0,0.86,9,8,"night owl","table tennis",3,1,8,0,0,0,0,0,1,0,0,0,0,1,1
737,40.67,"west coast","noon",0.95,0.15,6,3,"early bird","gymnastics",2,4,8,0,1,0,0,0,0,0,0,0,0,1,0
738,69.4,"west coast","noon",1,1,7,3,"early bird","curling",6,2,8,1,0,0,0,0,0,0,0,0,0,1,0
739,52.04,"west coast","noon",0.83,0.59,7,5,"early bird","football",4,4,8,0,0,0,0,0,0,0,1,0,0,1,0
740,18.24,"west coast","noon",0.16,0,6,10,"night owl","gymnastics",6,3,8,0,1,0,0,0,0,0,0,0,0,1,1
741,29.47,"west coast","noon",0.17,0.92,9,8,"early bird","curling",3,3,8,1,0,0,0,0,0,0,0,0,0,1,0
742,30.86,"west coast","noon",0.14,0,1,5,"night owl","frisbee",3,2,8,0,0,0,0,1,0,0,0,0,0,1,1
743,26.83,"west coast","noon",0.94,0,5,6,"early bird","gymnastics",6,1,8,0,1,0,0,0,0,0,0,0,0,1,0
744,74.42,"west coast","noon",1,0.93,8,7,"night owl","basketball",4,2,8,0,0,0,0,0,0,1,0,0,0,1,1
745,30.03,"west coast","noon",0.14,0.06,7,10,"night owl","frisbee",3,2,8,0,0,0,0,1,0,0,0,0,0,1,1
746,36.42,"west coast","noon",0.12,0.86,9,7,"night owl","martial arts",3,3,8,0,0,0,1,0,0,0,0,0,0,1,1
747,0,"west coast","noon",0.13,0.22,1,7,"night owl","martial arts",6,1,8,0,0,0,1,0,0,0,0,0,0,1,1
748,18.89,"west coast","noon",0,0.67,1,1,"night owl","table tennis",2,4,8,0,0,0,0,0,1,0,0,0,0,1,1
749,44.77,"west coast","noon",0.96,0.2,6,10,"night owl","table tennis",4,2,8,0,0,0,0,0,1,0,0,0,0,1,1
750,19.8,"west coast","noon",0.08,0.02,6,12,"night owl","football",3,3,8,0,0,0,0,0,0,0,1,0,0,1,1
751,36.37,"west coast","morning",0.5,0.08,5,9,"night owl","martial arts",1,3,8,0,0,0,1,0,0,0,0,0,1,1,1
752,30.95,"west coast","morning",0.11,0.77,5,3,"night owl","basketball",3,2,8,0,0,0,0,0,0,1,0,0,1,1,1
753,23.71,"west coast","morning",0.16,0,10,11,"night owl","curling",3,4,8,1,0,0,0,0,0,0,0,0,1,1,1
754,61.57,"west coast","morning",0.92,0.96,1,4,"night owl","table tennis",4,3,8,0,0,0,0,0,1,0,0,0,1,1,1
755,6.71,"west coast","morning",0,0,2,6,"night owl","gymnastics",6,3,8,0,1,0,0,0,0,0,0,0,1,1,1
756,48.47,"west coast","morning",0.78,0.31,10,0,"night owl","gymnastics",4,2,8,0,1,0,0,0,0,0,0,0,1,1,1
757,32.54,"west coast","morning",0.63,0.12,7,2,"night owl","table tennis",4,3,8,0,0,0,0,0,1,0,0,0,1,1,1
758,32.64,"west coast","morning",0.05,0.75,10,10,"night owl","curling",5,2,8,1,0,0,0,0,0,0,0,0,1,1,1
759,14.36,"west coast","morning",0.12,0,4,1,"night owl","football",3,3,8,0,0,0,0,0,0,0,1,0,1,1,1
760,66.65,"west coast","morning",1,0.88,8,9,"night owl","football",2,4,8,0,0,0,0,0,0,0,1,0,1,1,1
761,52.66,"west coast","evening",0.16,1,8,11,"early bird","martial arts",3,4,8,0,0,0,1,0,0,0,0,1,0,1,0
762,49.09,"west coast","evening",0.84,0,10,8,"night owl","gymnastics",1,3,8,0,1,0,0,0,0,0,0,1,0,1,1
763,28.84,"west coast","evening",0,0.82,4,2,"night owl","curling",3,3,8,1,0,0,0,0,0,0,0,1,0,1,1
764,36.44,"west coast","evening",0.57,0.15,1,9,"night owl","frisbee",4,1,8,0,0,0,0,1,0,0,0,1,0,1,1
765,0,"west coast","evening",0.21,0.07,1,3,"early bird","curling",5,3,8,1,0,0,0,0,0,0,0,1,0,1,0
766,36.42,"west coast","evening",0.33,0.65,2,9,"night owl","football",2,4,8,0,0,0,0,0,0,0,1,1,0,1,1
767,28.65,"west coast","evening",0,0.66,4,3,"night owl","curling",1,3,8,1,0,0,0,0,0,0,0,1,0,1,1
768,37.55,"west coast","evening",0.51,0.02,7,8,"night owl","baseball",4,3,8,0,0,1,0,0,0,0,0,1,0,1,1
769,12.45,"west coast","evening",0.2,0.4,0,8,"early bird","football",6,3,8,0,0,0,0,0,0,0,1,1,0,1,0
770,43.24,"west coast","evening",0.03,1,9,11,"early bird","martial arts",2,4,8,0,0,0,1,0,0,0,0,1,0,1,0
771,34.87,"west coast","noon",1,0,7,5,"night owl","martial arts",6,1,8,0,0,0,1,0,0,0,0,0,0,1,1
772,30.79,"west coast","noon",0.23,1,8,0,"night owl","table tennis",3,3,8,0,0,0,0,0,1,0,0,0,0,1,1
773,68.34,"west coast","noon",0.98,0.96,3,4,"night owl","martial arts",3,4,8,0,0,0,1,0,0,0,0,0,0,1,1
774,45.25,"west coast","noon",0.7,0.81,4,6,"night owl","martial arts",4,3,8,0,0,0,1,0,0,0,0,0,0,1,1
775,13.47,"west coast","noon",0.77,0.27,0,3,"night owl","baseball",4,2,8,0,0,1,0,0,0,0,0,0,0,1,1
776,69.79,"west coast","noon",1,1,0,4,"night owl","frisbee",5,4,8,0,0,0,0,1,0,0,0,0,0,1,1
777,18.23,"west coast","noon",0.29,0.07,4,7,"night owl","martial arts",3,2,8,0,0,0,1,0,0,0,0,0,0,1,1
778,66.79,"west coast","noon",0.94,1,0,5,"night owl","frisbee",4,2,8,0,0,0,0,1,0,0,0,0,0,1,1
779,34.43,"west coast","noon",0.93,0,10,12,"early bird","curling",2,2,8,1,0,0,0,0,0,0,0,0,0,1,0
780,0.74,"west coast","noon",0.25,0,3,0,"night owl","curling",4,3,8,1,0,0,0,0,0,0,0,0,0,1,1
781,23.83,"west coast","noon",0.03,0.1,2,9,"night owl","table tennis",4,3,8,0,0,0,0,0,1,0,0,0,0,1,1
782,31.68,"west coast","noon",0.49,0.46,0,6,"night owl","frisbee",6,3,8,0,0,0,0,1,0,0,0,0,0,1,1
783,35.4,"west coast","noon",0.37,0.41,5,9,"night owl","frisbee",3,2,8,0,0,0,0,1,0,0,0,0,0,1,1
784,12.86,"west coast","noon",0.09,0.15,6,0,"night owl","martial arts",3,1,8,0,0,0,1,0,0,0,0,0,0,1,1
785,74.05,"west coast","noon",0.91,1,1,9,"night owl","martial arts",1,4,8,0,0,0,1,0,0,0,0,0,0,1,1
786,8.25,"west coast","noon",0,0.25,2,0,"early bird","curling",3,1,8,1,0,0,0,0,0,0,0,0,0,1,0
787,11.9,"west coast","noon",0.04,0.16,1,1,"night owl","frisbee",5,3,8,0,0,0,0,1,0,0,0,0,0,1,1
788,26.38,"west coast","noon",0,0,5,2,"night owl","football",4,1,8,0,0,0,0,0,0,0,1,0,0,1,1
789,17.35,"west coast","noon",0.02,0.97,0,3,"early bird","frisbee",3,4,8,0,0,0,0,1,0,0,0,0,0,1,0
790,73.77,"west coast","noon",0.93,0.91,9,4,"night owl","frisbee",4,3,8,0,0,0,0,1,0,0,0,0,0,1,1
791,71.7,"west coast","morning",0.95,1,5,11,"night owl","martial arts",3,3,8,0,0,0,1,0,0,0,0,0,1,1,1
792,21.59,"west coast","morning",0.41,0.35,1,6,"night owl","curling",3,2,8,1,0,0,0,0,0,0,0,0,1,1,1
793,25.91,"west coast","morning",0,0.91,7,5,"night owl","gymnastics",4,3,8,0,1,0,0,0,0,0,0,0,1,1,1
794,81.81,"west coast","morning",0.68,1,6,6,"early bird","martial arts",2,3,8,0,0,0,1,0,0,0,0,0,1,1,0
795,27.41,"west coast","morning",1,0,0,7,"night owl","curling",3,4,8,1,0,0,0,0,0,0,0,0,1,1,1
796,52.26,"west coast","morning",0.5,0.88,2,10,"night owl","basketball",2,2,8,0,0,0,0,0,0,1,0,0,1,1,1
797,78.89,"west coast","morning",1,1,9,7,"night owl","curling",4,2,8,1,0,0,0,0,0,0,0,0,1,1,1
798,20.04,"west coast","morning",0.16,0.47,2,8,"night owl","gymnastics",5,2,8,0,1,0,0,0,0,0,0,0,1,1,1
799,30.29,"west coast","morning",0,1,6,6,"night owl","table tennis",2,3,8,0,0,0,0,0,1,0,0,0,1,1,1
800,73.9,"west coast","morning",0.71,1,8,11,"night owl","martial arts",4,2,8,0,0,0,1,0,0,0,0,0,1,1,1
801,42.66,"west coast","noon",0.64,0,2,5,"night owl","football",5,2,8,0,0,0,0,0,0,0,1,0,0,1,1
802,22.48,"west coast","noon",0.62,0,6,4,"night owl","table tennis",3,2,8,0,0,0,0,0,1,0,0,0,0,1,1
803,36.41,"west coast","noon",0.67,0,9,10,"night owl","curling",6,2,8,1,0,0,0,0,0,0,0,0,0,1,1
804,36.18,"west coast","noon",1,0,8,5,"night owl","football",3,4,8,0,0,0,0,0,0,0,1,0,0,1,1
805,52.42,"west coast","noon",1,0.94,0,0,"night owl","basketball",4,3,8,0,0,0,0,0,0,1,0,0,0,1,1
806,27.95,"west coast","noon",0.31,0.62,5,12,"night owl","baseball",3,4,8,0,0,1,0,0,0,0,0,0,0,1,1
807,36.43,"west coast","noon",0.5,0,9,7,"night owl","gymnastics",4,2,8,0,1,0,0,0,0,0,0,0,0,1,1
808,30.61,"west coast","noon",0,1,1,1,"night owl","frisbee",3,3,8,0,0,0,0,1,0,0,0,0,0,1,1
809,15.73,"west coast","noon",1,0,0,0,"night owl","curling",4,1,8,1,0,0,0,0,0,0,0,0,0,1,1
810,7.57,"west coast","noon",0.61,0.03,0,6,"early bird","football",6,2,8,0,0,0,0,0,0,0,1,0,0,1,0
811,43.22,"west coast","noon",1,0,1,3,"night owl","baseball",5,1,8,0,0,1,0,0,0,0,0,0,0,1,1
812,66.66,"west coast","noon",0.85,0.86,9,12,"night owl","table tennis",4,2,8,0,0,0,0,0,1,0,0,0,0,1,1
813,58.8,"west coast","noon",1,0.82,4,10,"night owl","curling",5,4,8,1,0,0,0,0,0,0,0,0,0,1,1
814,73.78,"west coast","noon",0.92,1,2,11,"night owl","football",4,1,8,0,0,0,0,0,0,0,1,0,0,1,1
815,55.32,"west coast","noon",0.05,0.08,4,7,"night owl","baseball",4,2,8,0,0,1,0,0,0,0,0,0,0,1,1
816,48.07,"west coast","noon",0.73,0.04,7,6,"night owl","curling",3,3,8,1,0,0,0,0,0,0,0,0,0,1,1
817,51.18,"west coast","noon",0.89,0.1,6,2,"night owl","table tennis",6,2,8,0,0,0,0,0,1,0,0,0,0,1,1
818,42.69,"west coast","noon",0.03,0.17,7,7,"night owl","baseball",5,1,8,0,0,1,0,0,0,0,0,0,0,1,1
819,59.67,"west coast","noon",0,0.07,3,8,"night owl","table tennis",5,2,8,0,0,0,0,0,1,0,0,0,0,1,1
820,63.04,"west coast","noon",0.06,0,8,2,"night owl","curling",7,1,8,1,0,0,0,0,0,0,0,0,0,1,1
821,36.9,"west coast","noon",0,1,6,9,"night owl","table tennis",3,2,8,0,0,0,0,0,1,0,0,0,0,1,1
822,37.19,"west coast","noon",0.94,0,6,7,"night owl","table tennis",3,1,8,0,0,0,0,0,1,0,0,0,0,1,1
823,48.37,"west coast","noon",1,0.49,6,12,"night owl","baseball",3,4,8,0,0,1,0,0,0,0,0,0,0,1,1
824,67.76,"west coast","noon",0.96,0.98,1,12,"night owl","martial arts",6,2,8,0,0,0,1,0,0,0,0,0,0,1,1
825,47.08,"west coast","noon",1,0.17,9,4,"night owl","gymnastics",3,2,8,0,1,0,0,0,0,0,0,0,0,1,1
826,43.43,"west coast","noon",0,0.69,10,7,"night owl","baseball",3,2,8,0,0,1,0,0,0,0,0,0,0,1,1
827,22.38,"west coast","noon",0.4,0.2,7,2,"night owl","baseball",5,1,8,0,0,1,0,0,0,0,0,0,0,1,1
828,76.37,"west coast","noon",0.96,0.96,6,6,"night owl","martial arts",5,3,8,0,0,0,1,0,0,0,0,0,0,1,1
829,43.22,"west coast","noon",0.18,0,6,10,"night owl","football",5,2,8,0,0,0,0,0,0,0,1,0,0,1,1
830,36.04,"west coast","noon",0.87,0,4,9,"night owl","curling",3,3,8,1,0,0,0,0,0,0,0,0,0,1,1
831,11.72,"west coast","noon",0.1,0,5,10,"night owl","table tennis",4,2,8,0,0,0,0,0,1,0,0,0,0,1,1
832,29.15,"west coast","noon",0.88,0.05,4,2,"night owl","baseball",5,1,8,0,0,1,0,0,0,0,0,0,0,1,1
833,77.67,"west coast","noon",1,1,7,7,"early bird","curling",1,4,8,1,0,0,0,0,0,0,0,0,0,1,0
834,63.77,"west coast","noon",1,0.87,3,6,"night owl","basketball",6,2,8,0,0,0,0,0,0,1,0,0,0,1,1
835,56.92,"west coast","noon",0.89,0.91,1,5,"night owl","martial arts",4,3,8,0,0,0,1,0,0,0,0,0,0,1,1
836,49.84,"west coast","noon",0.56,0.97,10,0,"night owl","curling",8,2,8,1,0,0,0,0,0,0,0,0,0,1,1
837,41.25,"west coast","noon",0.89,0,0,4,"night owl","frisbee",4,4,8,0,0,0,0,1,0,0,0,0,0,1,1
838,34.1,"west coast","noon",0.5,0.64,6,0,"night owl","basketball",3,3,8,0,0,0,0,0,0,1,0,0,0,1,1
839,49.56,"west coast","noon",0.88,0.6,10,2,"night owl","table tennis",4,2,8,0,0,0,0,0,1,0,0,0,0,1,1
840,50.24,"west coast","noon",0.97,0.77,5,1,"night owl","baseball",3,2,8,0,0,1,0,0,0,0,0,0,0,1,1
841,32.28,"west coast","noon",0.76,0.5,3,5,"night owl","table tennis",5,4,8,0,0,0,0,0,1,0,0,0,0,1,1
842,67.36,"west coast","noon",1,0.92,10,7,"night owl","curling",5,4,8,1,0,0,0,0,0,0,0,0,0,1,1
843,33.89,"west coast","noon",0.2,0.49,0,3,"night owl","frisbee",1,3,8,0,0,0,0,1,0,0,0,0,0,1,1
844,68.14,"west coast","noon",1,1,8,1,"night owl","baseball",5,4,8,0,0,1,0,0,0,0,0,0,0,1,1
845,24.68,"west coast","noon",0,0.89,7,2,"night owl","frisbee",2,2,8,0,0,0,0,1,0,0,0,0,0,1,1
846,54.34,"west coast","noon",1,0.77,1,4,"night owl","basketball",4,2,8,0,0,0,0,0,0,1,0,0,0,1,1
847,19.02,"west coast","noon",0.63,0.06,7,12,"night owl","curling",7,2,8,1,0,0,0,0,0,0,0,0,0,1,1
848,52.02,"west coast","noon",1,0.91,3,2,"night owl","curling",5,3,8,1,0,0,0,0,0,0,0,0,0,1,1
849,52.06,"west coast","noon",0.85,0.88,1,11,"night owl","basketball",3,3,8,0,0,0,0,0,0,1,0,0,0,1,1
850,53.01,"west coast","noon",0.83,0.3,8,6,"night owl","baseball",2,2,8,0,0,1,0,0,0,0,0,0,0,1,1
851,34.09,"west coast","noon",1,0.42,0,2,"night owl","curling",3,3,8,1,0,0,0,0,0,0,0,0,0,1,1
852,21.27,"west coast","noon",0,1,2,1,"early bird","basketball",3,3,8,0,0,0,0,0,0,1,0,0,0,1,0
853,36.13,"west coast","noon",0,1,5,12,"night owl","martial arts",5,2,8,0,0,0,1,0,0,0,0,0,0,1,1
854,14.31,"west coast","noon",0.08,0.41,9,12,"early bird","curling",1,4,8,1,0,0,0,0,0,0,0,0,0,1,0
855,17.36,"west coast","noon",0.28,0,7,12,"night owl","curling",1,4,8,1,0,0,0,0,0,0,0,0,0,1,1
856,53.52,"west coast","noon",0.32,1,8,8,"night owl","frisbee",4,4,8,0,0,0,0,1,0,0,0,0,0,1,1
857,63.59,"west coast","noon",1,0.91,4,12,"early bird","basketball",2,3,8,0,0,0,0,0,0,1,0,0,0,1,0
858,11.81,"west coast","noon",0,0.89,1,10,"night owl","curling",4,3,8,1,0,0,0,0,0,0,0,0,0,1,1
859,34,"west coast","noon",1,0.13,1,0,"night owl","frisbee",5,3,8,0,0,0,0,1,0,0,0,0,0,1,1
860,52.88,"west coast","noon",0.2,1,10,12,"early bird","basketball",1,4,8,0,0,0,0,0,0,1,0,0,0,1,0
861,43.05,"west coast","noon",0.5,0,10,4,"night owl","curling",3,3,8,1,0,0,0,0,0,0,0,0,0,1,1
862,37.06,"west coast","noon",0.53,0.13,6,1,"early bird","martial arts",3,2,8,0,0,0,1,0,0,0,0,0,0,1,0
863,29.62,"west coast","noon",0,0.99,7,1,"early bird","martial arts",5,1,8,0,0,0,1,0,0,0,0,0,0,1,0
864,68.34,"west coast","noon",1,0.93,8,9,"night owl","frisbee",4,3,8,0,0,0,0,1,0,0,0,0,0,1,1
865,35.32,"west coast","noon",0.91,0.2,8,10,"night owl","baseball",6,2,8,0,0,1,0,0,0,0,0,0,0,1,1
866,29.61,"west coast","noon",0.33,0.01,7,11,"night owl","baseball",3,3,8,0,0,1,0,0,0,0,0,0,0,1,1
867,34.36,"west coast","noon",0.87,0.12,0,0,"early bird","curling",1,4,8,1,0,0,0,0,0,0,0,0,0,1,0
868,68.51,"west coast","noon",1,0.9,8,10,"night owl","table tennis",3,3,8,0,0,0,0,0,1,0,0,0,0,1,1
869,35.25,"west coast","noon",0.85,0.04,8,12,"early bird","table tennis",3,3,8,0,0,0,0,0,1,0,0,0,0,1,0
870,33.3,"west coast","noon",0,0,7,3,"night owl","basketball",3,4,8,0,0,0,0,0,0,1,0,0,0,1,1
871,36.43,"west coast","noon",0.95,0,10,8,"early bird","curling",3,4,8,1,0,0,0,0,0,0,0,0,0,1,0
872,13.18,"west coast","noon",0.07,0.67,4,9,"night owl","gymnastics",6,4,8,0,1,0,0,0,0,0,0,0,0,1,1
873,22.06,"west coast","noon",1,0,6,0,"early bird","curling",7,1,8,1,0,0,0,0,0,0,0,0,0,1,0
874,29.54,"west coast","noon",0.54,0.04,7,7,"night owl","football",3,2,8,0,0,0,0,0,0,0,1,0,0,1,1
875,39.33,"west coast","noon",1,0,7,7,"night owl","martial arts",5,1,8,0,0,0,1,0,0,0,0,0,0,1,1
876,36.89,"west coast","noon",0.37,0.3,10,6,"early bird","football",4,2,8,0,0,0,0,0,0,0,1,0,0,1,0
877,45.72,"west coast","noon",0.37,0.69,10,5,"night owl","martial arts",4,3,8,0,0,0,1,0,0,0,0,0,0,1,1
878,59.6,"west coast","noon",1,0.55,1,8,"night owl","basketball",4,4,8,0,0,0,0,0,0,1,0,0,0,1,1
879,21.47,"west coast","noon",0,0.62,10,12,"early bird","table tennis",3,2,8,0,0,0,0,0,1,0,0,0,0,1,0
880,44.88,"west coast","noon",0.4,1,2,2,"early bird","martial arts",2,1,8,0,0,0,1,0,0,0,0,0,0,1,0
881,0,"west coast","noon",0,0.21,5,2,"night owl","baseball",4,3,8,0,0,1,0,0,0,0,0,0,0,1,1
882,34.9,"west coast","noon",0.51,0.9,1,11,"night owl","martial arts",3,3,8,0,0,0,1,0,0,0,0,0,0,1,1
883,0,"west coast","noon",0.25,0.54,3,2,"night owl","football",4,2,8,0,0,0,0,0,0,0,1,0,0,1,1
884,23.99,"west coast","noon",0.77,0.03,3,11,"night owl","baseball",4,4,8,0,0,1,0,0,0,0,0,0,0,1,1
885,19.06,"west coast","noon",0.59,0.16,7,12,"night owl","baseball",4,3,8,0,0,1,0,0,0,0,0,0,0,1,1
886,63.69,"west coast","noon",0.98,1,5,9,"night owl","football",3,2,8,0,0,0,0,0,0,0,1,0,0,1,1
887,28.92,"west coast","noon",0.42,0.68,3,8,"night owl","basketball",3,4,8,0,0,0,0,0,0,1,0,0,0,1,1
888,61.99,"west coast","noon",0.89,0.83,10,12,"night owl","curling",4,4,8,1,0,0,0,0,0,0,0,0,0,1,1
889,16.78,"west coast","noon",0,0.88,6,6,"night owl","frisbee",4,3,8,0,0,0,0,1,0,0,0,0,0,1,1
890,3.36,"west coast","noon",0,0,9,1,"night owl","football",3,3,8,0,0,0,0,0,0,0,1,0,0,1,1
891,58.15,"west coast","morning",1,0.28,7,9,"night owl","frisbee",1,3,8,0,0,0,0,1,0,0,0,0,1,1,1
892,60.6,"west coast","morning",0.92,0.36,7,3,"early bird","baseball",3,3,8,0,0,1,0,0,0,0,0,0,1,1,0
893,28.92,"west coast","morning",0.15,0,6,2,"night owl","table tennis",4,2,8,0,0,0,0,0,1,0,0,0,1,1,1
894,58.46,"west coast","morning",0.04,0,3,0,"night owl","table tennis",3,2,8,0,0,0,0,0,1,0,0,0,1,1,1
895,40.68,"west coast","morning",0.04,0.36,0,11,"early bird","baseball",2,3,8,0,0,1,0,0,0,0,0,0,1,1,0
896,44.74,"west coast","morning",0,0.14,2,0,"night owl","martial arts",3,3,8,0,0,0,1,0,0,0,0,0,1,1,1
897,46.35,"west coast","morning",1,0,5,6,"early bird","curling",5,2,8,1,0,0,0,0,0,0,0,0,1,1,0
898,79.72,"west coast","morning",1,1,9,11,"night owl","football",5,3,8,0,0,0,0,0,0,0,1,0,1,1,1
899,60.94,"west coast","morning",0.7,1,4,11,"night owl","table tennis",4,3,8,0,0,0,0,0,1,0,0,0,1,1,1
900,58.06,"west coast","morning",1,0.44,10,12,"night owl","football",4,2,8,0,0,0,0,0,0,0,1,0,1,1,1
901,34.82,"west coast","noon",0.42,0,10,6,"night owl","curling",3,3,8,1,0,0,0,0,0,0,0,0,0,1,1
902,28.65,"west coast","noon",0,0,10,4,"night owl","table tennis",4,2,8,0,0,0,0,0,1,0,0,0,0,1,1
903,15.08,"west coast","noon",0.04,0.91,5,5,"night owl","curling",3,4,8,1,0,0,0,0,0,0,0,0,0,1,1
904,48.71,"west coast","noon",0.2,1,3,4,"early bird","frisbee",3,3,8,0,0,0,0,1,0,0,0,0,0,1,0
905,59.14,"west coast","noon",0.96,0.93,3,11,"night owl","frisbee",4,1,8,0,0,0,0,1,0,0,0,0,0,1,1
906,44.12,"west coast","noon",1,0.38,1,10,"early bird","gymnastics",3,4,8,0,1,0,0,0,0,0,0,0,0,1,0
907,7.37,"west coast","noon",0,0,8,9,"early bird","gymnastics",3,4,8,0,1,0,0,0,0,0,0,0,0,1,0
